URL,DOI,Title,Abstract,Views,Downloads,Author,Affiliation,ORCID,Created,Updated,License,Keywords
"https://zenodo.org/api/records/4334113","10.5281/zenodo.4334113","The Varying Openness of Digital Open Science Tools","<p>Presentation held at the November 2020 <a href=""https://www.opencider.org/events-1/upcoming-events"">OpenCider community event</a>&nbsp;and in a breakout session at the <a href=""https://investinopen.org/community/jrost-2020-conference/"">JROST 2020 conference</a> about the results of our manuscript doi: <a href=""https://doi.org/10.12688/f1000research.26615.1"">https://doi.org/10.12688/f1000research.26615.1</a>.</p>",165,62,"Havemann, Jo","Access 2 Perspectives","0000-0002-6157-1494","2020-12-17","2020-12-17","CC-BY-4.0","Digital Tools, Open Science,"
"https://zenodo.org/api/records/4312031","10.5281/zenodo.4312031","Les makerspaces en Afrique francophone, entre développement local durable et technocolonialité Trois études de cas au Burkina Faso, au Cameroun et au Sénégal","<p>Au cours de la derni&egrave;re d&eacute;cennie, de nombreux pays occidentaux ont vu leurs espaces publics investis par la pr&eacute;sence d&rsquo;ateliers de fabrication collaboratifs ouverts et partag&eacute;s, connus sous le nom g&eacute;n&eacute;rique de makerspaces. Souvent d&eacute;crits comme des vecteurs de changement social et d&#39;industrialisation, les makerspaces se sont rapidement export&eacute;s de l&rsquo;Occident vers le reste du monde et en Afrique en particulier. Au vu de cette expansion, je me suis interrog&eacute; sur les finalit&eacute;s soci&eacute;tales et la neutralit&eacute; de ces ateliers collaboratifs dans le contexte africain. Aborder ces interrogations demande d&rsquo;&eacute;tablir un cadre commun de lecture du contexte sociohistorique et &eacute;conomique de l&rsquo;Afrique. C&rsquo;est dans ce sens que je me suis inspir&eacute; de la pens&eacute;e d&eacute;coloniale, pour d&eacute;velopper un cadre conceptuel constitu&eacute; de la technocolonialit&eacute; et du d&eacute;veloppement local durable. Le concept de d&eacute;veloppement local durable est une alternative au paradigme dominant actuel des approches de d&eacute;veloppement &agrave; savoir les objectifs de d&eacute;veloppement durable (ODD). Il est n&eacute; des travaux sur la justice cognitive et est compos&eacute; des dimensions suivantes : la qu&ecirc;te de justice cognitive, l&#39;&eacute;conomie informelle, les biens communs, l&#39;inclusion et l&#39;autonomisation, la pens&eacute;e alternative africaine et l&#39;innovation sociale. Quant au concept de technocolonialit&eacute;, il &eacute;merge de la colonialit&eacute; et de la matrice coloniale des pouvoirs dans les technologies num&eacute;riques. Il est constitu&eacute; des dimensions suivantes : le discours techno-utopique, les pratiques n&eacute;o-capitalistes et la colonialit&eacute; des savoirs li&eacute;e au transfert de technologie. Ce cadre conceptuel m&rsquo;a permis de reformuler mon interrogation en la question de recherche suivante : &agrave; quel type de d&eacute;veloppement les makerspaces contribuent-ils en Afrique francophone ? De fa&ccedil;on sp&eacute;cifique, il s&rsquo;agit de savoir si les ateliers collaboratifs peuvent r&eacute;ellement contribuer au d&eacute;veloppement local durable en Afrique ou s&rsquo;ils contribuent &agrave; renforcer la technocolonialit&eacute;. Pour r&eacute;pondre &agrave; ces questions, j&#39;ai men&eacute; trois &eacute;tudes de cas en Afrique francophone : le Ouagalab au Burkina Faso, l&#39;Ongola Fablab au Cameroun et le Defko Ak Niep Lab au S&eacute;n&eacute;gal. Pour chaque cas, j&#39;ai collect&eacute; des donn&eacute;es en combinant trois m&eacute;thodes : l&#39;observation participante, les entretiens semi-dirig&eacute;s avec les membres et les promoteurs des makerspaces, et l&rsquo;analyse documentaire. Apr&egrave;s avoir trait&eacute; les donn&eacute;es, j&rsquo;ai proc&eacute;d&eacute; &agrave; une analyse qualitative &agrave; l&#39;aide du logiciel Nvivo. Les diff&eacute;rentes cat&eacute;gories de mon analyse ont ensuite &eacute;t&eacute; compar&eacute;es et interpr&eacute;t&eacute;es en utilisant le cadre conceptuel construit au pr&eacute;alable. Mon &eacute;tude r&eacute;v&egrave;le que les makerspaces sont des communs de la connaissance qui permettent de lutter contre les injustices cognitives. &Agrave; ce titre, ils assurent l&#39;&eacute;closion des connaissances, favorisent l&#39;inclusion et l&#39;autonomisation des membres et catalysent l&#39;innovation sociale. En d&#39;autres termes, la dynamique au sein des espaces de fabrication collaboratifs est tr&egrave;s favorable au d&eacute;veloppement local durable. Par-dessus tout, les espaces de fabrication collaboratifs offrent un cadre d&rsquo;&eacute;panouissement et d&rsquo;expression du leadership des femmes, tout en leur donnant la possibilit&eacute; de lutter contre les pr&eacute;jug&eacute;s auxquels elles sont souvent confront&eacute;es dans la soci&eacute;t&eacute; et le milieu des STEM (Science-Technologie-Ing&eacute;nierie et Math&eacute;matiques), cependant, les makerspaces sont expos&eacute;s &agrave; des risques de technocolonialit&eacute; qui pourraient s&eacute;rieusement entraver la dynamique interne et par cons&eacute;quent, leur contribution au d&eacute;veloppement local durable. Pour contrecarrer ces risques de technocolonialit&eacute;, quelques propositions sont faites &agrave; la fin de cette th&egrave;se, &agrave; l&rsquo;endroit des acteurs et actrices impliqu&eacute;-e-s dans l&#39;&eacute;cosyst&egrave;me des makerspaces.</p>",640,274,"Thomas Hervé Mboa Nkoudou","Université Laval","0000-0001-9678-7765","2020-12-08","2021-01-07","CC-BY-4.0","Makerspaces, technocolonialité, appropriation des technologies, études décoloniales, justice cognitive, science ouverte, développement local durable"
"https://zenodo.org/api/records/4302687","10.5281/zenodo.4302687","The Privilege to Select. Global Research System, European Academic Library Collections, and Decolonisation","<p>A large part of the literature published in the &lsquo;Global South&rsquo; is barely covered by bibliographic databases. Institutional policies increasingly require researchers globally to publish in &lsquo;international&rsquo; journals, draining local infrastructures. The standard-setting power of &lsquo;Global South&rsquo; scholars is minimised further. My main aim is to render visible the ways in which European academic libraries contribute to this situation. It is explained as a consequence of specific features of current world society, referred to as coloniality, social injustice, and quantified communication. The thesis analyses peripherality conceptually and scientometrically: based on a sample, how is Southeast African basic social sciences and humanities (SSH) research integrated in global scholarly communication, and how do local dissemination infrastructures develop under these conditions? Finally, how are professional values, specifically neutrality, and workflows of European academic libraries, interrelated with these developments?</p>

<p>The methodological approach of the thesis is multi-faceted, including conceptual analyses, scientometrics, and a short survey of collection managers and an analysis of the corresponding libraries&#39; collection policies. The off-mainstream decolonial scientometric approach required the construction of a database from multiple sources. Southeast Africa was selected as a field for some of the empirical studies included, because out of all rarely studied local communities to which a peripheral status is commonly attributed, the large majority of Southeast African authors use English as their primary academic language. This excludes linguistic reasons for the peripheral attribution.</p>

<p>The theoretical and conceptual point of departure is to analyse scholarly communication as a self-referential social system with global reach (Luhmann). In this thesis, an unorthodox understanding of social systems theory is developed, providing it with cultural humility, inspired by decolonial thinking. The value of the approach lies in its in-built capacity for social change: peripheries are constructed communicatively, and culturally humble communication avoids adding to the accumulation of peripheral references attributed to the &lsquo;Global South&rsquo;, for instance by suspending the incarceration of area studies which tends to subsume any research from and about Africa as African studies, remote from the core of SSH. While centrality serves the necessary purpose of reducing the overwhelming complexity of global research, communicative centres can just as well be constructed as topical, and do not require a spatial attachment to be functional. Another advantage of this approach is its awareness of different levels of observation, differentiating, for instance, between whether the academic librarian&#39;s neutrality is imagined as playing out in interaction with the user (passive neutrality), as representing the diversity of the research system (active neutrality), or as balancing social bias running through society at large, and hence furthering social justice (culturally humble neutrality).</p>",356,271,"Nora Schmidt","Department od Arts and Cultural Sciences, Lund University, Lund, Sweden","0000-0002-7105-9515","2020-12-02","2020-12-04","CC-BY-4.0","Scholarly communication, Academic libraries, Decolonialism, Scientometrics, Critlib, Collection management"
"https://zenodo.org/api/records/4300658","10.5281/zenodo.4300658","LES SAVOIRS ENDOGENES DANS L'ENSEIGNEMENT DES SCIENCES AU CAMEROUN : Enjeux et stratégies d'intégration dans le curriculum","<p>Master Thesis in science of education presented at Universit&eacute; Laval.&nbsp;&nbsp;</p>",12,13,"Thomas Hervé Mboa Nkoudou","Université Laval","0000-0001-9678-7765","2020-12-01","2020-12-02","CC-BY-4.0","Traditional knowledge, cultural studies, STS, Africa, colonisation, Education"
"https://zenodo.org/api/records/4290795","10.5281/zenodo.4290795","The Varying Openness of Digital Open Science Tools","<p>Digital tools that support Open Science practices play a key role in the seamless accumulation, archiving and dissemination of scholarly data, outcomes and conclusions. Despite their integration into Open Science practices, the providence and design of these digital tools are rarely explicitly scrutinized. This means that influential factors, such as the funding models of the parent organizations, their geographic location, and the dependency on digital infrastructures are rarely considered. Suggestions from literature and anecdotal evidence already draw attention to the impact of these factors, and raise the question of whether the Open Science ecosystem can realise the aspiration to become a truly &ldquo;unlimited digital commons&rdquo; in its current structure.&nbsp;</p>

<p>&nbsp;</p>

<p>In an online research approach, we compiled and analysed the geolocation, terms and conditions as well as funding models of 242 digital tools increasingly being used by researchers in various disciplines. Our findings indicate that design decisions and restrictions are biased towards researchers in North American and European scholarly communities. In order to make the future Open Science ecosystem inclusive and operable for researchers in all world regions including Africa, Latin America, Asia and Oceania, those should be actively included in design decision processes.&nbsp;</p>

<p>Digital Open Science Tools carry the promise of enabling collaboration across disciplines, world regions and language groups through responsive design. We therefore encourage long term funding mechanisms and ethnically as well as culturally inclusive approaches serving local prerequisites and conditions to tool design and construction allowing a globally connected digital research infrastructure to evolve in a regionally balanced manner.</p>",132,35,"Bezuidenhout, Louise","University of Oxford","0000-0003-4328-3963","2020-11-25","2020-11-26","CC-BY-4.0","Open Science, reproducible, digital, ecosystem"
"https://zenodo.org/api/records/4290666","10.5281/zenodo.4290666","The Varying Openness of Digital Open Science Tools","<p>Digital tools that support Open Science practices play a key role in the seamless accumulation, archiving and dissemination of scholarly data, outcomes and conclusions. Despite their integration into Open Science practices, the providence and design of these digital tools are rarely explicitly scrutinized. This means that influential factors, such as the funding models of the parent organizations, their geographic location, and the dependency on digital infrastructures are rarely considered. Suggestions from literature and anecdotal evidence already draw attention to the impact of these factors, and raise the question of whether the Open Science ecosystem can realise the aspiration to become a truly &ldquo;unlimited digital commons&rdquo; in its current structure.&nbsp;</p>

<p>&nbsp;</p>

<p>In an online research approach, we compiled and analysed the geolocation, terms and conditions as well as funding models of 242 digital tools increasingly being used by researchers in various disciplines. Our findings indicate that design decisions and restrictions are biased towards researchers in North American and European scholarly communities. In order to make the future Open Science ecosystem inclusive and operable for researchers in all world regions including Africa, Latin America, Asia and Oceania, those should be actively included in design decision processes.&nbsp;</p>

<p>Digital Open Science Tools carry the promise of enabling collaboration across disciplines, world regions and language groups through responsive design. We therefore encourage long term funding mechanisms and ethnically as well as culturally inclusive approaches serving local prerequisites and conditions to tool design and construction allowing a globally connected digital research infrastructure to evolve in a regionally balanced manner.</p>",16,4,"Bezuidenhout, Louise","University of Oxford","0000-0003-4328-3963","2020-11-25","2020-11-26","CC-BY-4.0","Open Science, reproducible, digital, ecosystem"
"https://zenodo.org/api/records/4282483","10.5281/zenodo.4282483","Database of Parenthetic Biomedical Abbreviations","<p>This dataset includes the biomedical abbreviations stated between parentheses in the titles of the scholarly publications indexed by PubMed between 1947 and 2019. Each&nbsp;abbreviation is extracted thanks to the parenthetic level count algorithm and is assigned to the title, PMID and year of publication of each corresponding research paper. Then, every acronym is allocated&nbsp;its length and the number of upper and lower case letters it involves. Finally, the entities including one or no upper case letter, less than three&nbsp;characters, eight characters or more, or a high rate of&nbsp;non-alphanumeric characters are semi-automatically eliminated&nbsp;to ensure the consistency of the research database.</p>",68,33,"Houcemeddine Turki","Faculty of Medicine of Sfax, University of Sfax, Sfax, Tunisia","0000-0003-3492-2014","2020-11-20","2020-11-24","CC-BY-4.0","Biomedical Abbreviations, Parenthetic Abbreviations"
"https://zenodo.org/api/records/4281525","10.5281/zenodo.4281525","Database of Parenthetic Biomedical Abbreviations","<p>This dataset includes the biomedical abbreviations stated between parentheses in the titles of the scholarly publications indexed by PubMed between 1947 and 2019. Each&nbsp;abbreviation is extracted thanks to the parenthetic level count algorithm and is assigned to the title, PMID and year of publication of each corresponding research paper. Then, every acronym is allocated&nbsp;its length and the number of upper and lower case letters it involves. Finally, the entities including one or no upper case letter, less than three&nbsp;characters, eight characters or more, or a high rate of&nbsp;non-alphanumeric characters are semi-automatically eliminated&nbsp;to ensure the consistency of the research database.</p>",19,13,"Houcemeddine Turki","Faculty of Medicine of Sfax, University of Sfax, Sfax, Tunisia","0000-0003-3492-2014","2020-11-19","2020-11-24","CC-BY-4.0","Biomedical Abbreviations, Parenthetic Abbreviations"
"https://zenodo.org/api/records/4055816","10.5281/zenodo.4055816","The use of manner demonstratives in discourse: A contrastive study of Wan (Mande) and Kambaata (Cushitic)","<p>This chapter compares manner demonstratives in two unrelated African languages, Kambaata (Cushitic, Ethiopia) and Wan (Mande, C&ocirc;te d&#39;Ivoire). Both languages have specialised manner demonstratives, yet differ strikingly in their typological profile and in the way the manner demonstratives behave syntactically. Through systematic comparison of data from both languages, similarities, which are likely due to common semantic mechanisms of meaning extension, and differences, which are likely due to structural differences between the languages, are identified. It is argued that, despite the shared core meanings, manner demonstratives belong to different syntactic classes in Kambaata and in Wan. The difference in syntactic category helps account for the striking dissimilarities in the range of attested extended uses.</p>",18,11,"Tatiana Nikitina",,,"2020-10-27","2020-12-08","CC-BY-4.0",
"https://zenodo.org/api/records/4049687","10.5281/zenodo.4049687","Accent on nouns and its reference coding in Siwi Berber (Egypt)","<p>The aim of this article is to investigate the position of the accent on nouns in Siwi,<br>
a Berber language spoken in the oasis of Siwa, Egypt, and to see how its alternation<br>
on the last or penultimate syllable functions in terms of reference coding. In<br>
Siwi, the role of the accent placed on nouns goes beyond the field of phonology:<br>
an analysis of original data from both spontaneous discourse and elicitations will<br>
show its functions in terms of attribution of (in)definiteness of nouns, in different<br>
environments. In order to proceed with the analysis, it is worth noting that Siwi,<br>
like all other Berber languages, does not have definite or indefinite articles.</p>",12,10,"Valentina Schiattarella","University of Naples, L'Orientale",,"2020-10-21","2020-12-08","CC-BY-4.0",
"https://zenodo.org/api/records/4109052","10.7551/mitpress/11885.003.0006","Epistemic Alienation in African Scholarly Communications: Open Access as a Pharmakon","<p>This chapter is published in the book &quot;Reassembling Scholarly Communications:&nbsp;Histories, Infrastructures, and Global Politics of Open Access&quot;&nbsp;</p>",77,65,"Thomas Hervé Mboa Nkoudou",,"0000-0001-9678-7765","2020-10-20","2020-12-01","CC-BY-4.0",
"https://zenodo.org/api/records/4106106","10.5281/zenodo.4106106","Genetic profiling and in vitro characterization of OTX1 functional role on bladder cancer stem cells","<p>Bladder cancer has the highest cost per patient among all cancers due to the high risk of recurrence and the need for life-long routine monitoring as well as therapy. Cancer stem cells (CSCs) are hypothesised to be linked to long-term recurrence risk due to its ability to repopulate the entire tumour population&nbsp;in a small&nbsp;number of cells. In addition, CSC as according&nbsp;to the stem&nbsp;cell model, has the property of self-renewal. Thus, only CSC has sufficient time to accumulate adequate genetic mutations that drive the acquisition of resistance against chemo- and radiation-therapy leading to initiation of recurrence. Recently,&nbsp;<em>OTX1</em>&nbsp;has been shown to be involved in the differentiation of breast CSCs into differentiated cancer cells. The gene is also reported to be involved in other cancers such as&nbsp;subset of B cells in aggressive non-Hodgkin lymphomas, lung cancer and most recently in bladder cancer.&nbsp;&nbsp;Although the involvement of OTX1 in cancers is demonstrated by limited number of studies, the gene remains to be an interesting candidate for further investigation. We propose that&nbsp;<em>OTX1</em>&nbsp;may be responsible for the differentiation of CSC and also promote tumour aggressiveness. We plan to establish the expression and localisation patterns of&nbsp;<em>OTX1</em>&nbsp;gene for Nigerian bladder cancer patients and&nbsp;correlate&nbsp;with clinical&nbsp;characteristics such as stage and grade; risk of recurrence; disease progression and age. To understand the role of&nbsp;<em>OTX1</em>&nbsp;in bladder cancer stem cells, the gene will be overexpressed/knockdown in non&nbsp;<em>OTX1</em>expressing and&nbsp;<em>OTX1</em>&nbsp;expressing CSCs, respectively, and the resulting phenotypic effects will be compared.</p>",129,50,"Ahmad Umar","Medical Genetics Unit, Department of Anatomy, Faculty of Medicine, Bauchi State University, Gadau, PMB 65, Itas/Gadau, Bauchi State, Nigeria","0000-0002-3216-5171","2020-10-19","2020-10-19","CC-BY-4.0","Genetic profiling, Characterization, OTX1, Bladder cancer, Stem cells"
"https://zenodo.org/api/records/4091807","10.5281/zenodo.4091807","Openness as a pathway to support SDGs : an exploration of science-society mediation spaces","<p>Here are slides and the full text&nbsp;of my&nbsp;plenary talk&nbsp;during the Citizen Science Conference 2020.<strong>Knowledge for Change: A decade of Citizen Science (2020-2030) in support of the SDGs (Berlin, 14.-15. October 2020).&nbsp;</strong></p>",418,238,"Thomas Hervé Mboa Nkoudou",,"0000-0001-9678-7765","2020-10-15","2020-12-01","CC-BY-4.0","SDG, Makerspace, Citizen science, Open Science, decolonial thinking"
"https://zenodo.org/api/records/4090564","10.5281/zenodo.4090564","Anti-proliferative and Chemotherapeutics Effects of Nigerian Honey and Its Polyphenols on Cancer cells","<p>Cancer is one of the major deadly diseases affecting humans around the world, Nigeria inclusive. Liver cancer also known as hepatocellular carcinoma (HCC) is the fifth most common cancer in males and the seventh most common cancer in females and the third leading cause of cancer death globally [1]. Limited treatment for high-risk liver cancer and poor prognosis was recorded, in addition to its resistance, recurrence, progression and invasion. Resistance of liver cancer to conventional therapies added to severe side effects prompted the search for a novel therapeutic approach based on natural products such as the Nigerian honey. Honey and its components were documented to have significant anti-cancer activity against many types of cancer including liver cancer in both in vivo and in vitro studies. However, the mechanism of anti-cancer activity of honey as a chemopreventive and therapeutic agent has not been completely elucidated, and to our knowledge, there is no study carried out to investigate the effects of Nigerian honey on cancer cells. It is in view of this that this project aims to pre-clinically evaluate the molecular mechanism of anti-cancer activity of the Nigerian honey on liver cancer cells through the use of molecular techniques. A full understanding of cellular and molecular mechanisms elicit by honey in killing cancer cells may lead to the use of the honey or its polyphenols at clinical level for effective treatment of many types of human cancer in the future.&nbsp;</p>

<p>&nbsp;</p>",75,47,"Ahmad Umar","Medical Genetics Unit, Department of Anatomy, Faculty of Medicine, Bauchi State University, Gadau, PMB 65, Itas/Gadau, Bauchi State, Nigeria","0000-0002-3216-5171","2020-10-15","2020-10-16","CC-BY-4.0","Anti-proliferation, Chemotherapeutics, Honey, Polyphenols, Cancer"
"https://zenodo.org/api/records/4061649","10.5281/zenodo.4061649","Research Trends in the Global South: A  Case of Open Access in Sub Sahara Africa","<p>Presented at <a href=""https://www.facebook.com/hashtag/dsglobal2020?__eep__=6&amp;__cft__[0]=AZVVM4kD1rmKy8j_N4sSFosd_5vhHtM0EZ_Lf-YCB353MeLpa_arJvi-y1bQ7WYArLiQ8xUONMZXAn6MqZtRczq48WrJTEjXU-5pa2du27Kpx6rNXFHmLFV3fVII5HppU4c3bT4GSBj9G65xmy_sLtEd-Akc7xJXoPWZruJzVfsw_-1wrO6Fp61JSqhorWnlyrc&amp;__tn__=*NK-R"">#DSGlobal2020</a> the Digital Science Virtual Event: https://www.digital-science.com/global-showcase-2020/</p>

<ul>
	<li>What are the trends in higher education and research in Sub Sahara Africa</li>
	<li>What African countries have invested a % of their GDP in higher education and research and what does it mean for the future</li>
	<li>What African countries have invested in Open Science</li>
</ul>",40,20,"Joy Owango","TCC Africa","0000-0002-3910-2691","2020-10-11","2020-10-12","CC-BY-4.0",
"https://zenodo.org/api/records/4062319","10.5281/zenodo.4062319","Breaking the Wall of Indigenous and Scientific Knowledge","<p>Over centuries, indigenous communities have managed to withstand epidemics, climate crises and ecosystem erosions and live on their territories sustainably by closely observing and managing well the limited natural resources they depend on. These proven indigenous knowledge systems have been - and continue to be - facing suppression, belittling and exploitation throughout and after colonialism.</p>

<p>In my community today around Lake Victoria, indigenous knowledge suffers isolation and extinction as the continent experiences technological advancements for the price of ecosystem destruction. Furthermore, building synergies between indigenous knowledge and modern science is still a challenge.</p>

<p>The Turkana, Maasai, Samburu and other indigenous groups in Kenya rely on their community knowledge acquired and accumulated over centuries, covering indigenous concepts about astronomy, physics, medicine, botany, zoology, psychiatry, and non-invasive technology. However, their rich knowledge base is being faced by extinction as the older generations are losing more and more opportunities of passing their knowledge on. Most indigenous languages are only spoken, hence knowledge capture is difficult.</p>

<p>I want to build a bridge between indigenous and academic knowledge systems. This will be achieved through a series of events to facilitate meetings between indigenous community representatives and local researchers to explore opportunities for collaboration utilizing the infrastructure and network created through my work with&nbsp; Pint of Science Kenya. The event series will have its peak with a sustainable science communication festival under the theme of &ldquo;Nature for Life, Life for Nature&rdquo; showcasing indigenous&nbsp;music, science and art and presenting the initiated collaborative activities and research projects while ensuring protection from misappropriation.</p>

<p>The process will be paralleled by the fostering of equitable engagement of both indigenous knowledge holders and scholarly scientists through communication and collaboration, aided by documentation and archiving in audio/visual files of interviews, video footage and scholarly documentation as with books, manuscripts and journal articles in the pan-African repository AfricArXiv.</p>

<p>Modern Science and Indigenous Science can not only co-exist but instead complement each other to allow us to tackle continental and global challenges like climate change, the pandemic, forced migration and poverty. I believe that Indigenous Knowledge deserves an equal position alongside mainstream academic science.</p>

<p>I am convinced that the global research community benefits from a balanced exchange of knowledge and experience from all parts of the world, especially as we address global challenges.</p>

<p>&nbsp;</p>

<p>&nbsp;</p>",41,26,"Obanda, Johanssen",,"0000-0002-2111-7780","2020-10-01","2020-10-20","CC-BY-4.0","Indigenous Knowledge, Scientific Knowledge, Africa, Culture, Traditional Knowledge, Kenya, Science Communication"
"https://zenodo.org/api/records/4018388","10.5281/zenodo.4018388","Recruiting assistance and collaboration: A West-African corpus study","<p>Doing things for and with others is one of the foundations of human social life. This chapter studies a systematic collection of 207 recruitments of assistance and collaboration from a video corpus of everyday conversations in Siwu, a Kwa language of Ghana. A range of social action formats and semiotic resources reveals how language is adapted to the interactional challenges posed by recruitment. While many of the formats bear a language-specific signature, their sequential and interactional properties show important commonalities across languages. Two tentative findings are put forward for further cross-linguistic examination: a &quot;rule of three&quot; that may play a role in the organization of successive response pursuits, and a striking commonality in animal-oriented recruitments across languages that may be explained by convergent cultural evolution. The Siwu recruitment system emerges as one instance of a sophisticated machinery for organizing collaborative action that transcends language and culture.</p>",180,75,"Mark Dingemanse","Centre for Language Studies, Radboud University",,"2020-09-29","2020-12-08","CC-BY-4.0",
"https://zenodo.org/api/records/4051192","10.5281/zenodo.4051192","Wikidata and COVID-19: Creating a collaborative knowledge graph from CORD-19 scholarly publications","<p>Knowledge graphs are an essential ingredient for information systems to handle the ever growing COVID-19 data on a daily basis. This presentation explains how open and collaborative FAIR knowledge bases like Wikidata can be useful to create a large-scale semantic representation of COVID-19 information from CORD-19 scholarly publications. I give an overview of how a data model has been collaboratively developed and maintained for COVID-19 knowledge, and I provide a detailed snapshot about the various methods used to extract items and statements from CORD-19 research papers. Then, I outline the tools for the enrichment of COVID-19 information on Wikidata as well as the knowledge graph validation methods applicable to COVID-19 knowledge. Finally, I describe the COVID-19 information in Wikidata and discuss its usefulness in supporting human decisions and social recommendations about the infectious disease.</p>",773,118,"Houcemeddine Turki","University of Sfax, Tunisia","0000-0003-3492-2014","2020-09-26","2020-09-26","CC-BY-4.0","Wikidata, Public health surveillance, Data support, Knowledge graph refinement, COVID-19, Community curation, FAIR data, Linked Open Data, Validation constraints, Knowledge graph construction"
"https://zenodo.org/api/records/4049977","10.5281/zenodo.4049977","Wikidata and COVID-19: Creating a collaborative knowledge graph from CORD-19 scholarly publications","<p>Knowledge graphs are an essential ingredient for information systems to handle the ever growing COVID-19 data on a daily basis. This presentation explains how open and collaborative FAIR knowledge bases like Wikidata can be useful to create a large-scale semantic representation of COVID-19 information from CORD-19 scholarly publications. I give an overview of how a data model has been collaboratively developed and maintained for COVID-19 knowledge, and I provide a detailed snapshot about the various methods used to extract items and statements from CORD-19 research papers. Then, I outline the tools for the enrichment of COVID-19 information on Wikidata as well as the knowledge graph validation methods applicable to COVID-19 knowledge. Finally, I describe the COVID-19 information in Wikidata and discuss its usefulness in supporting human decisions and social recommendations about the infectious disease.</p>",11,9,"Houcemeddine Turki","University of Sfax, Tunisia","0000-0003-3492-2014","2020-09-25","2020-09-26","CC-BY-4.0","Wikidata, Public health surveillance, Data support, Knowledge graph refinement, COVID-19, Community curation, FAIR data, Linked Open Data, Validation constraints"
"https://zenodo.org/api/records/4048516","10.5281/zenodo.4048516","Wikidata and COVID-19: Creating a collaborative knowledge graph from CORD-19 scholarly publications","<p>Knowledge graphs are an essential ingredient for information systems to handle the ever growing COVID-19 data on a daily basis. This presentation explains how open and collaborative FAIR knowledge bases like Wikidata can be useful to create a large-scale semantic representation of COVID-19 information from CORD-19 scholarly publications. I give an overview of how a data model has been collaboratively developed and maintained for COVID-19 knowledge, and I provide a detailed snapshot about the various methods used to extract items and statements from CORD-19 research papers. Then, I outline the tools for the enrichment of COVID-19 information on Wikidata as well as the knowledge graph validation methods applicable to COVID-19 knowledge. Finally, I describe the COVID-19 information in Wikidata and discuss its usefulness in supporting human decisions and social recommendations about the infectious disease.</p>",50,35,"Houcemeddine Turki","University of Sfax, Tunisia","0000-0003-3492-2014","2020-09-24","2020-09-26","CC-BY-4.0","Wikidata, Public health surveillance, Data support, Knowledge graph refinement, COVID-19, Community curation, FAIR data, Linked Open Data, Validation constraints"
"https://zenodo.org/api/records/4033382","10.5281/zenodo.4033382","Representing COVID-19 information in collaborative knowledge graphs: a study of Wikidata","<p>Information related to the COVID-19 pandemic ranges from biological to bibliographic and from geographical to genetic. Wikidata is a vast interdisciplinary, multilingual, open collaborative knowledge base of more than 88 million entities connected by well over a billion relationships and is consequently a web-scale platform for broader computer-supported cooperative work and linked open data. Here, we introduce four aspects of Wikidata that make it an ideal knowledge base for information on the COVID-19 pandemic: its flexible data model, its multilingual features, its alignment to multiple external databases, and its multidisciplinary organization. The structure of the raw data is highly complex, so converting it to meaningful insight requires extraction and visualization, the global crowdsourcing of which adds both additional challenges and opportunities. The created knowledge graph for COVID-19 in Wikidata can be visualized, explored and analyzed in near real time by specialists, automated tools and the public, for decision support as well as educational and scholarly research purposes via SPARQL, a semantic query language used to retrieve and process information from databases saved in Resource Description Framework (RDF) format.</p>

<p>This paper is a preprint and has not yet received peer-review.</p>",1124,787,"Houcemeddine Turki","Faculty of Medicine of Sfax, University of Sfax, Sfax, Tunisia","0000-0003-3492-2014","2020-09-16","2021-06-22","CC-BY-4.0","Public health surveillance, Wikidata, Knowledge graph, COVID-19, SPARQL, Community curation, FAIR data, Linked Open Data"
"https://zenodo.org/api/records/4028483","10.5281/zenodo.4028483","Representing COVID-19 information in collaborative knowledge graphs: a study of Wikidata","<p>Information related to the COVID-19 pandemic ranges from biological to bibliographic and from geographical to genetic. Wikidata is a vast interdisciplinary, multilingual, open collaborative knowledge base of more than 88 million entities connected by well over a billion relationships and is consequently a web-scale platform for broader computer-supported cooperative work and linked open data. Here, we introduce four aspects of Wikidata that make it an ideal knowledge base for information on the COVID-19 pandemic: its flexible data model, its multilingual features, its alignment to multiple external databases, and its multidisciplinary organization. The structure of the raw data is highly complex, so converting it to meaningful insight requires extraction and visualization, the global crowdsourcing of which adds both additional challenges and opportunities. The created knowledge graph for COVID-19 in Wikidata can be visualized, explored and analyzed in near real time by specialists, automated tools and the public, for decision support as well as educational and scholarly research purposes via SPARQL, a semantic query language used to retrieve and process information from databases saved in Resource Description Framework (RDF) format.</p>",318,3356,"Houcemeddine Turki","Faculty of Medicine of Sfax, University of Sfax, Sfax, Tunisia","0000-0003-3492-2014","2020-09-15","2021-06-22","CC-BY-4.0","Public health surveillance, Wikidata, Knowledge graph, COVID-19, SPARQL, Community curation, FAIR data, Linked Open Data"
